taxon_oid	Domain	Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Genome Size   * assembled	Gene Count   * assembled
2582581323	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Selenihalanaerobacter shriftii ATCC BAA-73	DOE Joint Genome Institute (JGI)	2582581323	2840584	2847
2756170241	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	Victivallis vadensis DSM 14823	DOE Joint Genome Institute (JGI)	2756170241	5199916	4127
2622736407	Bacteria	Permanent Draft	The genome sequence of the heterocyst-forming cyanobacterial symbiont of the diatom Rhizosolenia	Richelia intracellularis RC01	"University of California, Santa Cruz"	2622736407	2997884	4043
2706795022	Bacteria	Permanent Draft	Biogas fermentation microbial communities from biogas plants in Germany	Fastidiosipila bacterium JGI 000176CP_A02 (unscreened)	DOE Joint Genome Institute (JGI)	2706795022	111607	133
2648501874	Bacteria	Finished	Nostoc piscinale CENA21	Nostoc piscinale CENA21	University of San Diego	2648501874	7094556	6779
2517287003	Bacteria	Permanent Draft	Epulopiscium sp. N.t. morphotype B	Epulopiscium sp. N.t. morphotype B	J. Craig Venter Institute (JCVI)	2517287003	3856525	3127
2684623273	Bacteria	Permanent Draft	"Avena fatua rhizosphere microbial communities from Hopland, California, USA"	Gemm-3 bacterium JGI 020 (contamination screened)	DOE Joint Genome Institute (JGI)	2684623273	2163825	1952
2706794884	Bacteria	Permanent Draft	Candidatus Brocadia sapporoensis 40	Candidatus Brocadia sapporoensis 40 (Draft1)	King Abdullah University of Science and Technology (KAUST)	2706794884	2929740	2624
2681813039	Bacteria	Permanent Draft	HMP reference genome	Lachnoanaerobaculum saburreum DNF00896	The Genome Institute at Washington University	2681813039	2887649	2807
643348508	Bacteria	Finished	"Anoxybacillus flavithermus WK1, DSM 2641"	"Anoxybacillus flavithermus WK1, DSM 2641"	University of Hawaii	643348508	2846746	2933
649633005	Bacteria	Finished	Anaerolinea thermophila UNI-1	Anaerolinea thermophila UNI-1	National Institute of Technology and Evaluation	649633005	3532378	3224
2751185704	Bacteria	Finished	Murdochiella sp. Marseille-P2341 genome sequencing	Murdochiella vaginalis Marseille-P2341	Research Unit on Emerging Infectious and Tropical Diseases ( URMITE )	2751185704	1671491	1507
646311962	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	"Thermobaculum terrenum YNP1, ATCC BAA-798"	DOE Joint Genome Institute (JGI)	646311962	3101581	2933
2503242000	Bacteria	Permanent Draft	Planktothrix agardhii NIVA-CYA 126 aeruginoside biosynthesis gene cluster	Planktothrix agardhii NIVA-CYA 126/8	University of Innsbruck	2503242000	5003944	4325
2513237218	Bacteria	Finished	Ignavibacterium album Mat9-16	"Ignavibacterium album Mat9-16, JCM 16511"	Pennsylvania State University	2513237218	3658997	3243
